"Electricity statistics by Region, Technology, Data Type and Year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year",Unnamed: 5
,,,2008.0,2356.69,,
,,,2009.0,2462.58,,
,,,2010.0,2557.88,,
,,,2011.0,2610.4,,
,,,2012.0,2880.5,,
,,,2013.0,2984.11,,
,,,2014.0,2914.55,,
,,,2015.0,3048.09,,
,,,2016.0,3269.95,,
,,,2017.0,3111.95,,
,,,2018.0,3321.47,,
,,,2019.0,3371.04,,
,,,2020.0,3108.89,,
,,,2021.0,3147.22,,
,,,2022.0,3224.27,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,809.98,,
,,,2001.0,840.88,,
,,,2002.0,862.88,,
,,,2003.0,870.88,,
,,,2004.0,879.88,,
,,,2005.0,963.13,,
,,,2006.0,895.5,,
,,,2007.0,910.35,,
,,,2008.0,954.97,,
,,,2009.0,1007.28,,
,,,2010.0,1035.92,,
,,,2011.0,1118.46,,
,,,2012.0,1214.21,,
,,,2013.0,1286.8,,
,,,2014.0,1379.37,,
,,,2015.0,1460.29,,
,,,2016.0,1522.69,,
,,,2017.0,1639.06,,
,,,2018.0,1793.16,,
,,,2019.0,1804.66,,
,,,2020.0,1819.42,,
,,,2021.0,1917.16,,
,,,2022.0,1916,,
,,,2023.0,1899,,
